transaction_id,datetime,item,category,qty,unit_price_ils,total_ils,payment_method,card_brand,employee,tip_ils,customer_id,order_type
SQ-20260412,2026-01-13 22:58:00,Latte,Coffee,1,18.00,18.00,Credit Card,Isracard,Tomer,2.16,,Dine-in
SQ-20260413,2026-01-14 11:20:00,Iced Latte,Coffee,1,20.00,20.00,Bit,,Tomer,0.00,,Dine-in
SQ-20260414,2026-01-15 00:32:00,Cheese Sandwich,Sandwich,3,32.00,96.00,Credit Card,Visa,Yael,0.00,,Dine-in
SQ-20260415,2026-01-15 13:56:00,Banana Bread,Pastry,3,18.00,54.00,Cash,,Tomer,0.00,CUST-1233,Dine-in
SQ-20260416,2026-01-16 02:23:00,Cold Brew,Coffee,1,20.00,20.00,Cash,,Tomer,0.00,,Takeaway
SQ-20260417,2026-01-16 15:23:00,Granola Bowl,Breakfast,3,38.00,114.00,Cash,,Tomer,0.00,,Dine-in
SQ-20260418,2026-01-17 04:09:00,Espresso,Coffee,3,12.00,36.00,Credit Card,Visa,Yael,0.00,,Dine-in
SQ-20260419,2026-01-17 18:00:00,Croissant Chocolate,Pastry,1,16.00,16.00,Bit,,Tomer,1.92,,Dine-in
SQ-20260420,2026-01-18 06:33:00,Iced Latte,Coffee,1,20.00,20.00,Credit Card,Visa,Tomer,0.00,CUST-1118,Takeaway
SQ-20260421,2026-01-18 19:26:00,Halloumi Sandwich,Sandwich,3,38.00,114.00,Bit,,Tomer,0.00,,Takeaway
SQ-20260422,2026-01-19 08:08:00,Tuna Sandwich,Sandwich,2,36.00,72.00,Credit Card,Isracard,Yael,0.00,,Dine-in
SQ-20260423,2026-01-19 21:15:00,Croissant Plain,Pastry,1,14.00,14.00,Bit,,Shira,1.68,,Dine-in
SQ-20260424,2026-01-20 10:20:00,Banana Bread,Pastry,1,18.00,18.00,Credit Card,Visa,Yael,1.80,CUST-1054,Dine-in
SQ-20260425,2026-01-20 23:28:00,Banana Bread,Pastry,1,18.00,18.00,Credit Card,Isracard,Tomer,0.00,,Takeaway
SQ-20260426,2026-01-21 12:16:00,Fresh OJ,Drink,1,18.00,18.00,Credit Card,Amex,Tomer,2.16,,Dine-in
SQ-20260427,2026-01-22 01:13:00,Water Bottle,Drink,2,8.00,16.00,Credit Card,Visa,Tomer,0.00,,Takeaway
SQ-20260428,2026-01-22 14:32:00,Americano,Coffee,2,14.00,28.00,Cash,,Yael,0.00,CUST-1207,Takeaway
SQ-20260429,2026-01-23 03:35:00,Veggie Wrap,Sandwich,1,36.00,36.00,Credit Card,Mastercard,Ruby,0.00,CUST-1031,Dine-in
SQ-20260430,2026-01-23 16:08:00,Cold Brew,Coffee,2,20.00,40.00,Bit,,Tomer,4.80,,Dine-in
SQ-20260431,2026-01-24 05:37:00,Granola Bowl,Breakfast,1,38.00,38.00,Credit Card,Visa,Ruby,0.00,,Takeaway
SQ-20260432,2026-01-24 18:51:00,Latte,Coffee,1,18.00,18.00,Bit,,Ruby,0.00,,Dine-in
SQ-20260433,2026-01-25 07:10:00,Beer (Tap),Drink,2,28.00,56.00,Bit,,Shira,0.00,,Takeaway
SQ-20260434,2026-01-25 20:11:00,Scone,Pastry,1,12.00,12.00,Credit Card,Mastercard,Tomer,0.60,,Dine-in
SQ-20260435,2026-01-26 09:39:00,Yogurt Parfait,Breakfast,2,32.00,64.00,Cash,,Shira,0.00,,Takeaway
SQ-20260436,2026-01-26 22:30:00,Americano,Coffee,1,14.00,14.00,Bit,,Yael,0.70,,Takeaway
SQ-20260437,2026-01-27 11:15:00,Tuna Sandwich,Sandwich,3,36.00,108.00,Apple Pay,,Ruby,5.40,,Dine-in
SQ-20260438,2026-01-28 00:30:00,Avocado Toast,Breakfast,2,42.00,84.00,Bit,,Yael,8.40,,Dine-in
SQ-20260439,2026-01-28 13:11:00,Espresso,Coffee,1,12.00,12.00,Cash,,Ruby,0.00,,Dine-in
SQ-20260440,2026-01-29 02:03:00,Caesar Salad,Salad,3,46.00,138.00,Apple Pay,,Tomer,13.80,,Dine-in
SQ-20260441,2026-01-29 15:06:00,Iced Latte,Coffee,2,20.00,40.00,Cash,,Yael,0.00,,Dine-in
SQ-20260442,2026-01-30 04:48:00,Iced Latte,Coffee,2,20.00,40.00,Bit,,Tomer,0.00,CUST-1303,Dine-in
SQ-20260443,2026-01-30 17:51:00,Veggie Wrap,Sandwich,2,36.00,72.00,Google Pay,,Ruby,8.64,,Takeaway
SQ-20260444,2026-01-31 06:36:00,Latte,Coffee,1,18.00,18.00,Cash,,Shira,0.00,,Dine-in
SQ-20260445,2026-01-01 19:31:00,Americano,Coffee,1,14.00,14.00,Cash,,Yael,0.00,,Takeaway
SQ-20260446,2026-01-02 08:30:00,Espresso,Coffee,1,12.00,12.00,Google Pay,,Yael,0.00,,Dine-in
SQ-20260447,2026-01-02 21:58:00,Caesar Salad,Salad,2,46.00,92.00,Bit,,Ruby,0.00,CUST-1072,Dine-in
SQ-20260448,2026-01-03 10:54:00,Shakshuka,Breakfast,3,52.00,156.00,Credit Card,Mastercard,Tomer,18.72,,Dine-in
SQ-20260449,2026-01-03 23:21:00,Croissant Plain,Pastry,1,14.00,14.00,Credit Card,Amex,Shira,1.68,,Dine-in
SQ-20260450,2026-01-04 12:11:00,Halloumi Sandwich,Sandwich,3,38.00,114.00,Google Pay,,Tomer,0.00,,Dine-in
SQ-20260451,2026-01-05 01:24:00,Croissant Plain,Pastry,2,14.00,28.00,Cash,,Yael,0.00,CUST-1000,Takeaway
SQ-20260452,2026-01-05 14:25:00,Fresh OJ,Drink,3,18.00,54.00,Google Pay,,Ruby,0.00,,Takeaway
SQ-20260453,2026-01-06 03:14:00,Tuna Sandwich,Sandwich,1,36.00,36.00,Bit,,Yael,0.00,,Dine-in
SQ-20260454,2026-01-06 16:22:00,Croissant Chocolate,Pastry,1,16.00,16.00,Credit Card,Amex,Tomer,1.92,,Dine-in
SQ-20260455,2026-01-07 05:28:00,Espresso,Coffee,1,12.00,12.00,Cash,,Tomer,0.00,CUST-1131,Dine-in
SQ-20260456,2026-01-07 18:46:00,Espresso,Coffee,1,12.00,12.00,Bit,,Tomer,0.60,,Takeaway
SQ-20260457,2026-01-08 07:31:00,Lemonade,Drink,1,14.00,14.00,Apple Pay,,Shira,0.00,,Takeaway
SQ-20260458,2026-01-08 20:41:00,Salad Bowl,Salad,2,48.00,96.00,Credit Card,Mastercard,Ruby,0.00,,Dine-in
SQ-20260459,2026-01-09 09:16:00,Hafuch,Coffee,1,16.00,16.00,Credit Card,Mastercard,Yael,1.92,CUST-1047,Dine-in
SQ-20260460,2026-01-09 22:38:00,Yogurt Parfait,Breakfast,3,32.00,96.00,Credit Card,Mastercard,Tomer,0.00,,Takeaway
SQ-20260461,2026-01-10 11:10:00,Americano,Coffee,1,14.00,14.00,Cash,,Yael,0.00,,Takeaway
SQ-20260462,2026-01-11 00:46:00,Beer (Tap),Drink,2,28.00,56.00,Cash,,Tomer,0.00,,Dine-in
SQ-20260463,2026-01-11 13:06:00,Americano,Coffee,1,14.00,14.00,Apple Pay,,Shira,0.00,CUST-1001,Takeaway
SQ-20260464,2026-01-12 02:05:00,Croissant Plain,Pastry,2,14.00,28.00,Google Pay,,Shira,0.00,CUST-1105,Dine-in
SQ-20260465,2026-01-12 15:40:00,Croissant Plain,Pastry,3,14.00,42.00,Bit,,Ruby,0.00,,Takeaway
SQ-20260466,2026-01-13 04:31:00,Lemonade,Drink,2,14.00,28.00,Credit Card,Amex,Yael,1.40,,Takeaway
SQ-20260467,2026-01-13 17:23:00,Flat White,Coffee,1,18.00,18.00,Cash,,Shira,0.00,,Dine-in
SQ-20260468,2026-01-14 06:53:00,Macchiato,Coffee,1,14.00,14.00,Credit Card,Amex,Tomer,0.00,CUST-1176,Takeaway
SQ-20260469,2026-01-14 19:26:00,Salad Bowl,Salad,2,48.00,96.00,Apple Pay,,Ruby,4.80,,Takeaway
SQ-20260470,2026-01-15 08:34:00,Cheese Sandwich,Sandwich,3,32.00,96.00,Bit,,Yael,0.00,,Dine-in
SQ-20260471,2026-01-15 21:25:00,Lemonade,Drink,2,14.00,28.00,Credit Card,Isracard,Yael,2.80,,Takeaway
SQ-20260472,2026-01-16 10:09:00,Hafuch,Coffee,3,16.00,48.00,Bit,,Yael,0.00,,Dine-in
SQ-20260473,2026-01-16 23:08:00,Americano,Coffee,1,14.00,14.00,Bit,,Yael,1.68,CUST-1304,Dine-in
SQ-20260474,2026-01-17 12:20:00,Beer (Tap),Drink,2,28.00,56.00,Credit Card,Visa,Shira,5.60,,Dine-in
SQ-20260475,2026-01-18 01:54:00,Macchiato,Coffee,1,14.00,14.00,Credit Card,Amex,Yael,1.40,,Takeaway
SQ-20260476,2026-01-18 14:07:00,Muffin Blueberry,Pastry,1,14.00,14.00,Google Pay,,Yael,1.40,,Dine-in
SQ-20260477,2026-01-19 03:59:00,Hafuch,Coffee,1,16.00,16.00,Credit Card,Mastercard,Yael,0.00,,Dine-in
SQ-20260478,2026-01-19 16:24:00,Tuna Sandwich,Sandwich,1,36.00,36.00,Google Pay,,Shira,0.00,CUST-1206,Dine-in
SQ-20260479,2026-01-20 05:39:00,Yogurt Parfait,Breakfast,2,32.00,64.00,Bit,,Ruby,3.20,,Dine-in
SQ-20260480,2026-01-20 18:44:00,Iced Latte,Coffee,1,20.00,20.00,Bit,,Tomer,0.00,CUST-1155,Dine-in
SQ-20260481,2026-01-21 07:17:00,Water Bottle,Drink,1,8.00,8.00,Credit Card,Visa,Yael,0.00,,Takeaway
SQ-20260482,2026-01-21 20:49:00,Water Bottle,Drink,1,8.00,8.00,Bit,,Yael,0.96,CUST-1226,Dine-in
SQ-20260483,2026-01-22 09:58:00,Water Bottle,Drink,1,8.00,8.00,Bit,,Yael,0.00,,Takeaway
SQ-20260484,2026-01-22 22:50:00,Flat White,Coffee,1,18.00,18.00,Apple Pay,,Shira,0.00,,Takeaway
SQ-20260485,2026-01-23 11:56:00,Granola Bowl,Breakfast,1,38.00,38.00,Cash,,Yael,0.00,,Dine-in
SQ-20260486,2026-01-24 00:02:00,Banana Bread,Pastry,1,18.00,18.00,Bit,,Tomer,0.00,,Takeaway
SQ-20260487,2026-01-24 13:32:00,Cookie,Pastry,2,10.00,20.00,Credit Card,Amex,Ruby,0.00,,Takeaway
SQ-20260488,2026-01-25 02:28:00,Flat White,Coffee,3,18.00,54.00,Bit,,Yael,5.40,,Dine-in
SQ-20260489,2026-01-25 15:53:00,Lemonade,Drink,1,14.00,14.00,Credit Card,Mastercard,Ruby,0.70,CUST-1292,Dine-in
SQ-20260490,2026-01-26 04:54:00,Iced Latte,Coffee,2,20.00,40.00,Cash,,Tomer,0.00,,Takeaway
SQ-20260491,2026-01-26 17:01:00,Fresh OJ,Drink,2,18.00,36.00,Credit Card,Mastercard,Yael,4.32,CUST-1004,Dine-in
SQ-20260492,2026-01-27 06:16:00,Yogurt Parfait,Breakfast,2,32.00,64.00,Cash,,Tomer,0.00,,Dine-in
SQ-20260493,2026-01-27 19:27:00,Lemonade,Drink,1,14.00,14.00,Bit,,Shira,0.00,,Dine-in
SQ-20260494,2026-01-28 08:43:00,Shakshuka,Breakfast,2,52.00,104.00,Bit,,Yael,0.00,CUST-1339,Dine-in
SQ-20260495,2026-01-28 21:35:00,Tuna Sandwich,Sandwich,2,36.00,72.00,Cash,,Tomer,0.00,,Takeaway
SQ-20260496,2026-01-29 10:04:00,Croissant Chocolate,Pastry,3,16.00,48.00,Bit,,Tomer,0.00,,Dine-in
SQ-20260497,2026-01-29 23:12:00,Latte,Coffee,1,18.00,18.00,Cash,,Ruby,0.00,,Takeaway
SQ-20260498,2026-01-30 12:25:00,Cheese Sandwich,Sandwich,1,32.00,32.00,Credit Card,Amex,Ruby,3.84,,Dine-in
SQ-20260499,2026-01-31 01:16:00,Beer (Tap),Drink,1,28.00,28.00,Bit,,Tomer,0.00,,Takeaway
SQ-20260500,2026-01-01 14:52:00,Cold Brew,Coffee,1,20.00,20.00,Cash,,Tomer,0.00,,Takeaway
